,Epoch,Value
0,1,0.09035076200962067
1,2,0.03146987408399582
2,3,0.025100506842136383
3,4,0.017417795956134796
4,5,0.014095444232225418
5,6,0.013134109787642956
6,7,0.012541300617158413
7,8,0.01196917612105608
8,9,0.011328281834721565
9,10,0.01081269420683384
10,11,0.010340707376599312
11,12,0.009864465333521366
12,13,0.009278635494410992
13,14,0.008846831507980824
14,15,0.008539903908967972
15,16,0.008357853628695011
16,17,0.008251737803220749
17,18,0.008152134716510773
18,19,0.008083117194473743
19,20,0.007997654378414154
20,21,0.007945985533297062
21,22,0.007861997932195663
22,23,0.007811928167939186
23,24,0.007741646841168404
24,25,0.007702447474002838
25,26,0.007662257645279169
26,27,0.007575795520097017
27,28,0.007532198913395405
28,29,0.007497381418943405
29,30,0.007396405097097158
30,31,0.007402056362479925
31,32,0.007301590871065855
32,33,0.00726090744137764
33,34,0.007236356846988201
34,35,0.0072031947784125805
35,36,0.007113921456038952
36,37,0.007081403862684965
37,38,0.00703987805172801
38,39,0.007002005819231272
39,40,0.0069990335032343864
40,41,0.0069353580474853516
41,42,0.006911993958055973
42,43,0.006916839629411697
43,44,0.0068550510331988335
44,45,0.00681927939876914
45,46,0.006787970662117004
46,47,0.0067708310671150684
47,48,0.006732088513672352
48,49,0.006735916715115309
49,50,0.006747754756361246
50,51,0.0066818236373364925
51,52,0.006655509117990732
52,53,0.0066367704421281815
53,54,0.0066250464878976345
54,55,0.006579025648534298
55,56,0.006575681734830141
56,57,0.006521165836602449
57,58,0.006555419415235519
58,59,0.006468416657298803
59,60,0.006456251721829176
60,61,0.006421312224119902
61,62,0.006390683352947235
62,63,0.0063759502954781055
63,64,0.0063475207425653934
64,65,0.0062904092483222485
65,66,0.006265566684305668
66,67,0.0062490906566381454
67,68,0.006210850086063147
68,69,0.006177657283842564
69,70,0.006160703953355551
70,71,0.006134706549346447
71,72,0.0061776647344231606
72,73,0.0060923113487660885
73,74,0.006085099186748266
74,75,0.006039398722350597
75,76,0.0060592819936573505
76,77,0.00603683153167367
77,78,0.005978697445243597
78,79,0.006021302193403244
79,80,0.006021882873028517
80,81,0.005939778406172991
81,82,0.005948553327471018
82,83,0.005920258350670338
83,84,0.005919721443206072
84,85,0.005916676018387079
85,86,0.005891880486160517
86,87,0.005891600623726845
87,88,0.005905001889914274
88,89,0.005855304189026356
89,90,0.005808496382087469
90,91,0.00584873091429472
91,92,0.005824188236147165
92,93,0.005800650920718908
93,94,0.005774315912276506
94,95,0.005793832708150148
95,96,0.005766019225120544
96,97,0.005768647417426109
97,98,0.005780982784926891
98,99,0.005757630802690983
99,100,0.0057263500057160854
100,101,0.00570447463542223
101,102,0.005671311169862747
102,103,0.005675049033015966
103,104,0.0056535922922194
104,105,0.0056496718898415565
105,106,0.0056481012143194675
106,107,0.005657156463712454
107,108,0.005627604201436043
108,109,0.005647717975080013
109,110,0.005611855071038008
110,111,0.0055930959060788155
111,112,0.005561347585171461
112,113,0.005564406514167786
113,114,0.005607764236629009
114,115,0.005565194878727198
115,116,0.005523372907191515
116,117,0.0055196951143443584
117,118,0.005510234739631414
118,119,0.005478214006870985
119,120,0.005474083591252565
120,121,0.005500553175806999
121,122,0.005447133909910917
122,123,0.005439724773168564
123,124,0.005436768755316734
124,125,0.005440413020551205
125,126,0.005423341412097216
126,127,0.005388605408370495
127,128,0.005410370882600546
128,129,0.005363913252949715
129,130,0.005402055103331804
130,131,0.005402552429586649
131,132,0.005392660852521658
132,133,0.005349406506866217
133,134,0.005332710687071085
134,135,0.005312043707817793
135,136,0.005332425702363253
136,137,0.005316033959388733
137,138,0.005315583199262619
138,139,0.005314362235367298
139,140,0.005269678309559822
140,141,0.005258818157017231
141,142,0.005299145821481943
142,143,0.0052937972359359264
143,144,0.005265881307423115
144,145,0.005246621556580067
145,146,0.0052236407063901424
146,147,0.0052069020457565784
147,148,0.00521878944709897
148,149,0.0052183037623763084
149,150,0.005211282055824995
150,151,0.005209541413933039
151,152,0.005188832059502602
152,153,0.005175669211894274
153,154,0.005188273265957832
154,155,0.005150591488927603
155,156,0.005171141587197781
156,157,0.0051423474214971066
157,158,0.0051583037711679935
158,159,0.005104058422148228
159,160,0.005145298317074776
160,161,0.005117475986480713
161,162,0.005133808124810457
162,163,0.005110573954880238
163,164,0.005083943251520395
164,165,0.005094081163406372
165,166,0.00513045210391283
166,167,0.005049986764788628
167,168,0.005057808943092823
168,169,0.005024919286370277
169,170,0.005025118589401245
170,171,0.00505043426528573
171,172,0.005036164540797472
172,173,0.005000630859285593
173,174,0.005013865884393454
174,175,0.004993699956685305
175,176,0.0050267744809389114
176,177,0.005019037518650293
177,178,0.0050115156918764114
178,179,0.004987070802599192
179,180,0.004977654665708542
180,181,0.004930451512336731
181,182,0.00495747197419405
182,183,0.004912831820547581
183,184,0.004943156149238348
184,185,0.0049613723531365395
185,186,0.0049290950410068035
186,187,0.004928764421492815
187,188,0.00495949387550354
188,189,0.004913807846605778
189,190,0.004906905815005302
190,191,0.004903187043964863
191,192,0.0048750112764537334
192,193,0.004870380740612745
193,194,0.004900729283690453
194,195,0.004853978753089905
195,196,0.004893722012639046
196,197,0.004867007024586201
197,198,0.004852908197790384
198,199,0.004854995291680098
199,200,0.004845700692385435
